RECTYPE,LEA,ESTAB,URN,ICLOSE,SCHNAME,NFTYPE,COHORT,OVERALL_DEST,APPREN,EMPLOYMENT,EDUCATION,FE,SCH_6TH,SIXTH_COL,OTHER_EDU,NOT_SUSTAINED,UNKNOWN,OVERALL_DESTPER,APPRENPER,EMPLOYMENTPER,EDUCATIONPER,FEPER,SCH_6THPER,SIXTH_COLPER,OTHER_EDUPER,NOT_SUSTAINEDPER,UNKNOWNPER,COHORT_DIS,OVERALL_DEST_DIS,APPREN_DIS,EMPLOYMENT_DIS,EDUCATION_DIS,FE_DIS,SCH_6TH_DIS,SIXTH_COL_DIS,OTHER_EDU_DIS,NOT_SUSTAINED_DIS,UNKNOWN_DIS,OVERALL_DESTPER_DIS,APPRENPER_DIS,EMPLOYMENTPER_DIS,EDUCATIONPER_DIS,FEPER_DIS,SCH_6THPER_DIS,SIXTH_COLPER_DIS,OTHER_EDUPER_DIS,NOT_SUSTAINEDPER_DIS,UNKNOWNPER_DIS,COHORT_NONDIS,OVERALL_DEST_NONDIS,APPREN_NONDIS,EMPLOYMENT_NONDIS,EDUCATION_NONDIS,FE_NONDIS,SCH_6TH_NONDIS,SIXTH_COL_NONDIS,OTHER_EDU_NONDIS,NOT_SUSTAINED_NONDIS,UNKNOWN_NONDIS,OVERALL_DESTPER_NONDIS,APPRENPER_NONDIS,EMPLOYMENTPER_NONDIS,EDUCATIONPER_NONDIS,FEPER_NONDIS,SCH_6THPER_NONDIS,SIXTH_COLPER_NONDIS,OTHER_EDUPER_NONDIS,NOT_SUSTAINEDPER_NONDIS,UNKNOWNPER_NONDIS,COHORT_22,OVERALL_DESTPER_22,COHORT_DIS_22,OVERALL_DESTPER_DIS_22,COHORT_NONDIS_22,OVERALL_DESTPER_NONDIS_22,COHORT_21,OVERALL_DESTPER_21,COHORT_DIS_21,OVERALL_DESTPER_DIS_21,COHORT_NONDIS_21,OVERALL_DESTPER_NONDIS_21
1,919,4032,145430,0,The Adeyfield Academy,AC,104,80,2,3,75,45,28,2,0,21,3,77%,2%,3%,72%,43%,27%,2%,0%,20%,3%,37,26,SUPP,SUPP,25,17,8,0,0,11,0,70%,SUPP,SUPP,68%,46%,22%,0%,0%,30%,0%,67,54,SUPP,SUPP,50,28,20,2,0,10,3,81%,SUPP,SUPP,75%,42%,30%,3%,0%,15%,4%,87,89%,45,84%,42,93%,82,93%,29,86%,53,96%
1,919,4104,117530,0,The Nobel School,FD,234,220,6,5,209,84,123,1,1,10,4,94%,3%,2%,89%,36%,53%,SP,SP,4%,2%,36,30,2,2,26,14,11,SUPP,SUPP,4,2,83%,6%,6%,72%,39%,31%,SUPP,SUPP,11%,6%,198,190,4,3,183,70,112,SUPP,SUPP,6,2,96%,2%,2%,92%,35%,57%,SUPP,SUPP,3%,1%,239,94%,37,81%,202,97%,239,97%,35,94%,204,97%
1,919,4007,139662,0,The Reach Free School,F,123,115,2,1,112,52,59,1,0,8,0,93%,2%,1%,91%,42%,48%,1%,0%,7%,0%,31,28,0,SUPP,SUPP,SUPP,10,SUPP,0,3,0,90%,0%,SUPP,SUPP,SUPP,32%,SUPP,0%,10%,0%,92,87,2,SUPP,SUPP,SUPP,49,SUPP,0,5,0,95%,2%,SUPP,SUPP,SUPP,53%,SUPP,0%,5%,0%,100,90%,23,70%,77,96%,115,97%,29,SUPP,86,SUPP
1,919,4030,145890,0,Katherine Warington School,F,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,919,4033,146440,0,Laureate Academy,AC,147,126,4,5,117,82,35,0,0,13,8,86%,3%,3%,80%,56%,24%,0%,0%,9%,5%,43,33,2,2,29,24,5,0,0,7,3,77%,5%,5%,67%,56%,12%,0%,0%,16%,7%,104,93,2,3,88,58,30,0,0,6,5,89%,2%,3%,85%,56%,29%,0%,0%,6%,5%,117,87%,39,77%,78,92%,126,90%,35,89%,91,91%
1,919,4070,136973,0,Roundwood Park School,ACC,210,202,1,1,200,43,154,0,3,4,4,96%,SP,SP,95%,20%,73%,0%,1%,2%,2%,14,12,SUPP,SUPP,SUPP,SUPP,7,0,0,1,1,86%,SUPP,SUPP,SUPP,SUPP,50%,0%,0%,7%,7%,196,190,SUPP,SUPP,SUPP,SUPP,147,0,3,3,3,97%,SUPP,SUPP,SUPP,SUPP,75%,0%,2%,2%,2%,191,96%,12,92%,179,96%,196,97%,15,93%,181,98%
1,919,5414,138042,0,The Marlborough Science Academy,ACC,202,189,0,4,185,57,125,0,3,10,3,94%,0%,2%,92%,28%,62%,0%,1%,5%,1%,37,30,0,2,28,16,11,0,1,6,1,81%,0%,5%,76%,43%,30%,0%,3%,16%,3%,165,159,0,2,157,41,114,0,2,4,2,96%,0%,1%,95%,25%,69%,0%,1%,2%,1%,211,93%,37,86%,174,95%,207,95%,42,88%,165,97%
1,919,5419,147246,0,Chancellor's School,ACC,173,163,3,0,160,54,103,0,3,10,0,94%,2%,0%,92%,31%,60%,0%,2%,6%,0%,17,15,0,0,15,9,6,0,0,2,0,88%,0%,0%,88%,53%,35%,0%,0%,12%,0%,156,148,3,0,145,45,97,0,3,8,0,95%,2%,0%,93%,29%,62%,0%,2%,5%,0%,186,96%,18,89%,168,96%,181,98%,17,94%,164,98%
1,919,4008,139154,0,Hitchin Boys' School,ACC,208,203,4,1,198,44,144,2,8,2,3,98%,2%,SP,95%,21%,69%,1%,4%,1%,1%,24,22,SUPP,SUPP,21,9,12,0,0,SUPP,SUPP,92%,SUPP,SUPP,88%,38%,50%,0%,0%,SUPP,SUPP,184,181,SUPP,SUPP,177,35,132,2,8,SUPP,SUPP,98%,SUPP,SUPP,96%,19%,72%,1%,4%,SUPP,SUPP,166,96%,13,SUPP,153,SUPP,165,99%,21,SUPP,144,SUPP
1,919,4067,140294,0,Simon Balle All-Through School,ACC,171,164,1,2,161,62,98,0,1,5,2,96%,1%,1%,94%,36%,57%,0%,1%,3%,1%,34,31,SUPP,SUPP,30,SUPP,7,0,SUPP,SUPP,SUPP,91%,SUPP,SUPP,88%,SUPP,21%,0%,SUPP,SUPP,SUPP,137,133,SUPP,SUPP,131,SUPP,91,0,SUPP,SUPP,SUPP,97%,SUPP,SUPP,96%,SUPP,66%,0%,SUPP,SUPP,SUPP,177,97%,25,88%,152,98%,174,96%,20,SUPP,154,SUPP
1,919,6905,135876,0,Future Academies Watford,AC,189,178,5,5,168,118,48,0,2,5,6,94%,3%,3%,89%,62%,25%,0%,1%,3%,3%,64,59,2,3,54,46,8,0,0,3,2,92%,3%,5%,84%,72%,13%,0%,0%,5%,3%,125,119,3,2,114,72,40,0,2,2,4,95%,2%,2%,91%,58%,32%,0%,2%,2%,3%,184,89%,50,74%,134,95%,188,91%,58,90%,130,92%
2,919,7012,117671,0,St Luke's School,FDS,29,26,0,0,26,23,0,0,3,2,1,90%,0%,0%,90%,79%,0%,0%,10%,7%,3%,13,12,0,0,12,SUPP,0,0,SUPP,SUPP,SUPP,92%,0%,0%,92%,SUPP,0%,0%,SUPP,SUPP,SUPP,16,14,0,0,14,SUPP,0,0,SUPP,SUPP,SUPP,88%,0%,0%,88%,SUPP,0%,0%,SUPP,SUPP,SUPP,29,93%,16,SUPP,13,SUPP,24,100%,11,100%,13,100%
1,919,4200,137637,0,Birchwood High School,ACC,230,213,10,7,196,88,103,2,3,13,4,93%,4%,3%,85%,38%,45%,1%,1%,6%,2%,26,21,0,3,18,12,4,SUPP,SUPP,3,2,81%,0%,12%,69%,46%,15%,SUPP,SUPP,12%,8%,204,192,10,4,178,76,99,SUPP,SUPP,10,2,94%,5%,2%,87%,37%,49%,SUPP,SUPP,5%,1%,209,95%,26,85%,183,96%,214,95%,32,91%,182,96%
1,919,4498,137090,0,The Chauncy School,ACC,206,196,4,4,188,54,134,0,0,7,3,95%,2%,2%,91%,26%,65%,0%,0%,3%,1%,37,32,0,0,32,11,21,0,0,SUPP,SUPP,86%,0%,0%,86%,30%,57%,0%,0%,SUPP,SUPP,169,164,4,4,156,43,113,0,0,SUPP,SUPP,97%,2%,2%,92%,25%,67%,0%,0%,SUPP,SUPP,169,92%,24,96%,145,92%,155,97%,34,97%,121,98%
1,919,4005,149500,0,The Hemel Hempstead School,ACC,184,171,2,3,166,58,108,0,0,9,4,93%,1%,2%,90%,32%,59%,0%,0%,5%,2%,29,25,0,0,25,16,9,0,0,4,0,86%,0%,0%,86%,55%,31%,0%,0%,14%,0%,155,146,2,3,141,42,99,0,0,5,4,94%,1%,2%,91%,27%,64%,0%,0%,3%,3%,178,92%,25,84%,153,93%,185,95%,29,83%,156,97%
2,919,7024,117681,0,Breakspeare School,CYS,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,4,SUPP,2,SUPP,2,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP
2,919,7026,117683,0,Watling View School,CYS,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,1,SUPP,2,SUPP,8,100%,1,SUPP,7,100%
2,919,7028,117684,0,Amwell View School,CYS,9,9,0,0,9,0,0,0,9,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%,3,SUPP,0,0,SUPP,0,0,0,SUPP,0,0,SUPP,0%,0%,SUPP,0%,0%,0%,SUPP,0%,0%,6,6,0,0,6,0,0,0,6,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%,2,SUPP,SUPP,SUPP,SUPP,SUPP,6,100%,1,SUPP,5,SUPP
1,919,4099,137757,0,Bishop's Hatfield Girls' School,ACC,144,141,1,0,140,34,104,0,2,1,2,98%,1%,0%,97%,24%,72%,0%,1%,1%,1%,23,21,SUPP,0,SUPP,SUPP,12,0,0,SUPP,SUPP,91%,SUPP,0%,SUPP,SUPP,52%,0%,0%,SUPP,SUPP,121,120,SUPP,0,SUPP,SUPP,92,0,2,SUPP,SUPP,99%,SUPP,0%,SUPP,SUPP,76%,0%,2%,SUPP,SUPP,145,97%,17,94%,128,97%,149,99%,14,100%,135,99%
1,919,4140,137656,0,King James Academy Royston,ACC,119,110,1,5,104,49,6,49,0,7,2,92%,1%,4%,87%,41%,5%,41%,0%,6%,2%,30,24,SUPP,SUPP,22,15,2,5,0,SUPP,SUPP,80%,SUPP,SUPP,73%,50%,7%,17%,0%,SUPP,SUPP,89,86,SUPP,SUPP,82,34,4,44,0,SUPP,SUPP,97%,SUPP,SUPP,92%,38%,4%,49%,0%,SUPP,SUPP,64,95%,14,SUPP,50,SUPP,69,96%,11,SUPP,58,SUPP
1,919,5407,136554,0,Dame Alice Owen's School,ACC,195,191,1,0,190,23,161,5,1,2,2,98%,1%,0%,97%,12%,83%,3%,1%,1%,1%,11,11,SUPP,0,SUPP,5,4,SUPP,SUPP,0,0,100%,SUPP,0%,SUPP,45%,36%,SUPP,SUPP,0%,0%,184,180,SUPP,0,SUPP,18,157,SUPP,SUPP,2,2,98%,SUPP,0%,SUPP,10%,85%,SUPP,SUPP,1%,1%,202,97%,20,85%,182,98%,199,98%,17,94%,182,98%
1,919,5415,137532,0,Goffs Academy,ACC,235,224,10,5,209,59,145,2,3,8,3,95%,4%,2%,89%,25%,62%,1%,1%,3%,1%,31,27,1,2,24,9,14,0,1,3,1,87%,3%,6%,77%,29%,45%,0%,3%,10%,3%,204,197,9,3,185,50,131,2,2,5,2,97%,4%,1%,91%,25%,64%,1%,1%,2%,1%,235,97%,39,97%,196,97%,209,95%,38,87%,171,97%
1,919,5416,137156,0,Leventhorpe,ACC,237,224,6,3,215,77,132,3,3,7,6,95%,3%,1%,91%,32%,56%,1%,1%,3%,3%,27,25,1,1,23,12,10,0,1,1,1,93%,4%,4%,85%,44%,37%,0%,4%,4%,4%,210,199,5,2,192,65,122,3,2,6,5,95%,2%,1%,91%,31%,58%,1%,1%,3%,2%,236,96%,20,85%,216,97%,177,96%,30,97%,147,96%
1,919,5417,137922,0,Saint Michael's Catholic High School,ACC,175,167,5,2,160,59,99,1,1,6,2,95%,3%,1%,91%,34%,57%,1%,1%,3%,1%,19,16,0,0,16,SUPP,7,SUPP,SUPP,3,0,84%,0%,0%,84%,SUPP,37%,SUPP,SUPP,16%,0%,156,151,5,2,144,SUPP,92,SUPP,SUPP,3,2,97%,3%,1%,92%,SUPP,59%,SUPP,SUPP,2%,1%,179,97%,22,95%,157,97%,186,95%,27,85%,159,97%
1,919,4504,138352,0,Tring School,ACC,235,231,10,5,216,76,139,0,1,2,2,98%,4%,2%,92%,32%,59%,0%,SP,1%,1%,24,24,1,0,23,SUPP,9,0,SUPP,0,0,100%,4%,0%,96%,SUPP,38%,0%,SUPP,0%,0%,211,207,9,5,193,SUPP,130,0,SUPP,2,2,98%,4%,2%,91%,SUPP,62%,0%,SUPP,1%,1%,235,96%,22,82%,213,97%,235,97%,32,94%,203,98%
1,919,4802,136922,0,Yavneh College,ACC,152,150,3,2,145,19,122,3,1,1,1,99%,2%,1%,95%,13%,80%,2%,1%,1%,1%,9,SUPP,1,SUPP,7,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,11%,SUPP,78%,0%,SUPP,0%,SUPP,SUPP,SUPP,143,SUPP,2,SUPP,138,19,SUPP,3,SUPP,SUPP,SUPP,SUPP,1%,SUPP,97%,13%,SUPP,2%,SUPP,SUPP,SUPP,143,99%,10,SUPP,133,SUPP,176,97%,9,89%,167,97%
1,919,4606,117555,0,Townsend Church of England School,VA,125,118,3,5,110,47,57,6,0,4,3,94%,2%,4%,88%,38%,46%,5%,0%,3%,2%,22,19,0,0,19,7,10,2,0,SUPP,SUPP,86%,0%,0%,86%,32%,45%,9%,0%,SUPP,SUPP,103,99,3,5,91,40,47,4,0,SUPP,SUPP,96%,3%,5%,88%,39%,46%,4%,0%,SUPP,SUPP,140,92%,40,90%,100,93%,104,92%,25,80%,79,96%
1,919,4000,117499,0,The Priory School,FD,205,190,8,3,179,61,114,2,2,12,3,93%,4%,1%,87%,30%,56%,1%,1%,6%,1%,35,28,1,1,26,17,9,0,0,6,1,80%,3%,3%,74%,49%,26%,0%,0%,17%,3%,170,162,7,2,153,44,105,2,2,6,2,95%,4%,1%,90%,26%,62%,1%,1%,4%,1%,199,93%,29,79%,170,96%,189,96%,28,93%,161,97%
1,919,4009,137288,0,Hitchin Girls' School,ACC,202,200,1,1,198,38,148,11,1,2,0,99%,SP,SP,98%,19%,73%,5%,SP,1%,0%,16,16,SUPP,SUPP,15,5,9,SUPP,SUPP,0,0,100%,SUPP,SUPP,94%,31%,56%,SUPP,SUPP,0%,0%,186,184,SUPP,SUPP,183,33,139,SUPP,SUPP,2,0,99%,SUPP,SUPP,98%,18%,75%,SUPP,SUPP,1%,0%,166,97%,18,83%,148,99%,166,96%,17,88%,149,97%
1,919,4017,140037,0,The Thomas Alleyne Academy,AC,163,152,2,4,146,70,74,1,1,8,3,93%,1%,2%,90%,43%,45%,1%,1%,5%,2%,29,23,SUPP,SUPP,22,17,4,SUPP,SUPP,SUPP,SUPP,79%,SUPP,SUPP,76%,59%,14%,SUPP,SUPP,SUPP,SUPP,134,129,SUPP,SUPP,124,53,70,SUPP,SUPP,SUPP,SUPP,96%,SUPP,SUPP,93%,40%,52%,SUPP,SUPP,SUPP,SUPP,168,95%,47,85%,121,98%,154,93%,29,97%,125,92%
1,919,4024,143131,0,Robert Barclay Academy,AC,108,105,2,1,102,56,45,0,1,2,1,97%,2%,1%,94%,52%,42%,0%,1%,2%,1%,32,30,SUPP,SUPP,28,17,SUPP,0,SUPP,SUPP,SUPP,94%,SUPP,SUPP,88%,53%,SUPP,0%,SUPP,SUPP,SUPP,76,75,SUPP,SUPP,74,39,SUPP,0,SUPP,SUPP,SUPP,99%,SUPP,SUPP,97%,51%,SUPP,0%,SUPP,SUPP,SUPP,105,92%,24,83%,81,95%,82,91%,18,94%,64,91%
1,919,4025,144402,0,Croxley Danes School,F,178,173,6,0,167,52,113,1,1,2,3,97%,3%,0%,94%,29%,63%,1%,1%,1%,2%,26,25,1,0,24,SUPP,8,SUPP,SUPP,0,1,96%,4%,0%,92%,SUPP,31%,SUPP,SUPP,0%,4%,152,148,5,0,143,SUPP,105,SUPP,SUPP,2,2,97%,3%,0%,94%,SUPP,69%,SUPP,SUPP,1%,1%,119,97%,12,100%,107,97%,NA,NA,NA,NA,NA,NA
1,919,4028,137270,0,Sir John Lawes School,ACC,200,194,2,0,192,34,156,1,1,5,1,97%,1%,0%,96%,17%,78%,1%,1%,3%,1%,18,17,0,0,17,7,9,SUPP,SUPP,SUPP,SUPP,94%,0%,0%,94%,39%,50%,SUPP,SUPP,SUPP,SUPP,182,177,2,0,175,27,147,SUPP,SUPP,SUPP,SUPP,97%,1%,0%,96%,15%,81%,SUPP,SUPP,SUPP,SUPP,195,97%,22,86%,173,98%,196,96%,22,77%,174,98%
1,919,4101,136396,0,The Broxbourne School,ACC,213,208,3,4,201,68,132,0,1,4,1,98%,1%,2%,94%,32%,62%,0%,SP,2%,SP,22,21,0,0,21,SUPP,12,0,SUPP,SUPP,SUPP,95%,0%,0%,95%,SUPP,55%,0%,SUPP,SUPP,SUPP,191,187,3,4,180,SUPP,120,0,SUPP,SUPP,SUPP,98%,2%,2%,94%,SUPP,63%,0%,SUPP,SUPP,SUPP,208,98%,31,94%,177,98%,208,97%,40,90%,168,98%
1,919,4117,138484,0,The Sele School,ACC,75,70,1,3,66,47,19,0,0,1,4,93%,1%,4%,88%,63%,25%,0%,0%,1%,5%,22,21,SUPP,SUPP,19,17,2,0,0,SUPP,SUPP,95%,SUPP,SUPP,86%,77%,9%,0%,0%,SUPP,SUPP,53,49,SUPP,SUPP,47,30,17,0,0,SUPP,SUPP,92%,SUPP,SUPP,89%,57%,32%,0%,0%,SUPP,SUPP,70,93%,11,82%,59,95%,51,94%,17,94%,34,94%
1,919,4141,137002,0,Freman College,ACC,213,204,8,3,193,66,111,15,1,6,3,96%,4%,1%,91%,31%,52%,7%,SP,3%,1%,30,25,0,1,24,SUPP,8,0,SUPP,4,1,83%,0%,3%,80%,SUPP,27%,0%,SUPP,13%,3%,183,179,8,2,169,SUPP,103,15,SUPP,2,2,98%,4%,1%,92%,SUPP,56%,8%,SUPP,1%,1%,240,97%,19,95%,221,97%,249,97%,22,95%,227,97%
2,919,7022,117679,0,Lonsdale School,CYS,12,12,0,0,12,0,0,0,12,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%,6,6,0,0,6,0,0,0,6,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%,6,6,0,0,6,0,0,0,6,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%,10,100%,5,SUPP,5,SUPP,9,100%,4,SUPP,5,SUPP
2,919,7025,117682,0,Woodfield School,CYS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,8,100%,2,SUPP,6,100%,6,100%,4,SUPP,2,SUPP
2,919,7033,117686,0,Falconer School,CYS,14,9,0,1,8,8,0,0,0,3,2,64%,0%,7%,57%,57%,0%,0%,0%,21%,14%,8,5,0,SUPP,SUPP,SUPP,0,0,0,SUPP,SUPP,63%,0%,SUPP,SUPP,SUPP,0%,0%,0%,SUPP,SUPP,6,4,0,SUPP,SUPP,SUPP,0,0,0,SUPP,SUPP,67%,0%,SUPP,SUPP,SUPP,0%,0%,0%,SUPP,SUPP,21,62%,18,61%,3,SUPP,18,50%,13,46%,5,SUPP
2,919,7007,138485,0,Knightsfield School,ACCS,10,9,0,0,9,9,0,0,0,1,0,90%,0%,0%,90%,90%,0%,0%,0%,10%,0%,4,SUPP,0,0,SUPP,SUPP,0,0,0,SUPP,0,SUPP,0%,0%,SUPP,SUPP,0%,0%,0%,SUPP,0%,6,SUPP,0,0,SUPP,SUPP,0,0,0,SUPP,0,SUPP,0%,0%,SUPP,SUPP,0%,0%,0%,SUPP,0%,10,100%,3,SUPP,7,100%,6,100%,2,SUPP,4,SUPP
2,919,7023,117680,0,Lakeside School,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,5,SUPP,SUPP,SUPP,SUPP,SUPP,4,SUPP,2,SUPP,2,SUPP
1,919,4036,147785,0,The Grange Academy,AC,182,158,2,3,153,92,60,0,1,16,8,87%,1%,2%,84%,51%,33%,0%,1%,9%,4%,34,25,0,0,25,16,SUPP,0,SUPP,7,2,74%,0%,0%,74%,47%,SUPP,0%,SUPP,21%,6%,148,133,2,3,128,76,SUPP,0,SUPP,9,6,90%,1%,2%,86%,51%,SUPP,0%,SUPP,6%,4%,183,91%,41,88%,142,92%,191,93%,36,83%,155,95%
1,919,4043,138286,0,Beaumont School,ACC,211,208,1,1,206,40,162,0,4,2,1,99%,SP,SP,98%,19%,77%,0%,2%,1%,SP,22,20,SUPP,SUPP,SUPP,SUPP,11,0,0,SUPP,SUPP,91%,SUPP,SUPP,SUPP,SUPP,50%,0%,0%,SUPP,SUPP,189,188,SUPP,SUPP,SUPP,SUPP,151,0,4,SUPP,SUPP,99%,SUPP,SUPP,SUPP,SUPP,80%,0%,2%,SUPP,SUPP,186,97%,13,92%,173,97%,186,98%,18,94%,168,99%
1,919,4066,117518,0,Barnwell School,FD,192,178,4,5,169,98,71,0,0,9,5,93%,2%,3%,88%,51%,37%,0%,0%,5%,3%,45,40,0,1,39,30,9,0,0,3,2,89%,0%,2%,87%,67%,20%,0%,0%,7%,4%,147,138,4,4,130,68,62,0,0,6,3,94%,3%,3%,88%,46%,42%,0%,0%,4%,2%,169,93%,39,90%,130,94%,166,91%,47,77%,119,97%
1,919,4096,139036,0,Kings Langley School,ACC,167,154,5,8,141,65,74,1,1,10,3,92%,3%,5%,84%,39%,44%,1%,1%,6%,2%,19,13,0,2,11,8,2,SUPP,SUPP,6,0,68%,0%,11%,58%,42%,11%,SUPP,SUPP,32%,0%,148,141,5,6,130,57,72,SUPP,SUPP,4,3,95%,3%,4%,88%,39%,49%,SUPP,SUPP,3%,2%,176,96%,19,89%,157,97%,182,96%,27,93%,155,97%
1,919,4122,150217,0,The Highfield School,ACC,156,147,1,5,141,64,72,4,1,6,3,94%,1%,3%,90%,41%,46%,3%,1%,4%,2%,42,37,SUPP,SUPP,36,24,11,SUPP,SUPP,SUPP,SUPP,88%,SUPP,SUPP,86%,57%,26%,SUPP,SUPP,SUPP,SUPP,114,110,SUPP,SUPP,105,40,61,SUPP,SUPP,SUPP,SUPP,96%,SUPP,SUPP,92%,35%,54%,SUPP,SUPP,SUPP,SUPP,140,94%,32,78%,108,98%,178,92%,49,86%,129,94%
1,919,4619,149743,0,John F Kennedy Catholic School,ACC,180,171,3,1,167,49,107,11,0,6,3,95%,2%,1%,93%,27%,59%,6%,0%,3%,2%,20,17,0,SUPP,SUPP,10,6,SUPP,0,2,1,85%,0%,SUPP,SUPP,50%,30%,SUPP,0%,10%,5%,160,154,3,SUPP,SUPP,39,101,SUPP,0,4,2,96%,2%,SUPP,SUPP,24%,63%,SUPP,0%,3%,1%,178,98%,11,SUPP,167,SUPP,179,97%,21,86%,158,98%
1,919,5420,140786,0,The Hertfordshire & Essex High School and Science College,ACC,183,175,2,1,172,25,137,7,3,5,3,96%,1%,1%,94%,14%,75%,4%,2%,3%,2%,14,10,0,SUPP,SUPP,1,8,SUPP,0,SUPP,SUPP,71%,0%,SUPP,SUPP,7%,57%,SUPP,0%,SUPP,SUPP,169,165,2,SUPP,SUPP,24,129,SUPP,3,SUPP,SUPP,98%,1%,SUPP,SUPP,14%,76%,SUPP,2%,SUPP,SUPP,179,98%,11,SUPP,168,SUPP,186,98%,19,95%,167,99%
1,919,4013,137985,0,Presdales School,ACC,177,173,2,1,170,37,127,2,4,2,2,98%,1%,1%,96%,21%,72%,1%,2%,1%,1%,15,13,SUPP,SUPP,12,4,8,0,0,SUPP,SUPP,87%,SUPP,SUPP,80%,27%,53%,0%,0%,SUPP,SUPP,162,160,SUPP,SUPP,158,33,119,2,4,SUPP,SUPP,99%,SUPP,SUPP,98%,20%,73%,1%,2%,SUPP,SUPP,179,98%,18,94%,161,99%,165,98%,12,SUPP,153,SUPP
1,919,4026,144623,0,Barclay Academy,AC,125,115,0,1,114,53,60,0,1,6,4,92%,0%,1%,91%,42%,48%,0%,1%,5%,3%,33,26,0,SUPP,SUPP,SUPP,9,0,SUPP,SUPP,SUPP,79%,0%,SUPP,SUPP,SUPP,27%,0%,SUPP,SUPP,SUPP,92,89,0,SUPP,SUPP,SUPP,51,0,SUPP,SUPP,SUPP,97%,0%,SUPP,SUPP,SUPP,55%,0%,SUPP,SUPP,SUPP,89,92%,22,95%,67,91%,102,92%,21,86%,81,94%
